Category: All categories

Day,bitcoin: (Worldwide)
2011-01-01,1
2011-01-02,2
2011-01-03,1
2011-01-04,1
2011-01-05,2
2011-01-06,2
2011-01-07,2
2011-01-08,1
2011-01-09,<1
2011-01-10,1
2011-01-11,2
2011-01-12,1
2011-01-13,2
2011-01-14,1
2011-01-15,1
2011-01-16,1
2011-01-17,2
2011-01-18,2
2011-01-19,2
2011-01-20,1
2011-01-21,2
2011-01-22,<1
2011-01-23,1
2011-01-24,1
2011-01-25,1
2011-01-26,1
2011-01-27,<1
2011-01-28,<1
2011-01-29,1
2011-01-30,2
2011-01-31,2
2011-02-01,1
2011-02-02,1
2011-02-03,1
2011-02-04,1
2011-02-05,1
2011-02-06,1
2011-02-07,2
2011-02-08,1
2011-02-09,2
2011-02-10,13
2011-02-11,9
2011-02-12,7
2011-02-13,7
2011-02-14,6
2011-02-15,3
2011-02-16,4
2011-02-17,8
2011-02-18,8
2011-02-19,8
2011-02-20,5
2011-02-21,4
2011-02-22,7
2011-02-23,4
2011-02-24,6
2011-02-25,5
2011-02-26,4
2011-02-27,6
2011-02-28,5
2011-03-01,4
2011-03-02,4
2011-03-03,4
2011-03-04,6
2011-03-05,3
2011-03-06,4
2011-03-07,6
2011-03-08,5
2011-03-09,3
2011-03-10,2
2011-03-11,3
2011-03-12,2
2011-03-13,4
2011-03-14,1
2011-03-15,3
2011-03-16,3
2011-03-17,4
2011-03-18,3
2011-03-19,<1
2011-03-20,3
2011-03-21,7
2011-03-22,4
2011-03-23,17
2011-03-24,9
2011-03-25,6
2011-03-26,6
2011-03-27,5
2011-03-28,6
2011-03-29,6
2011-03-30,3
2011-03-31,4
2011-04-01,5
2011-04-02,3
2011-04-03,4
2011-04-04,5
2011-04-05,4
2011-04-06,6
2011-04-07,6
2011-04-08,3
2011-04-09,4
2011-04-10,6
2011-04-11,3
2011-04-12,6
2011-04-13,2
2011-04-14,6
2011-04-15,4
2011-04-16,10
2011-04-17,10
2011-04-18,12
2011-04-19,7
2011-04-20,6
2011-04-21,6
2011-04-22,6
2011-04-23,8
2011-04-24,7
2011-04-25,8
2011-04-26,10
2011-04-27,9
2011-04-28,12
2011-04-29,12
2011-04-30,13
2011-05-01,12
2011-05-02,11
2011-05-03,10
2011-05-04,7
2011-05-05,10
2011-05-06,12
2011-05-07,8
2011-05-08,13
2011-05-09,20
2011-05-10,14
2011-05-11,16
2011-05-12,16
2011-05-13,14
2011-05-14,17
2011-05-15,21
2011-05-16,68
2011-05-17,53
2011-05-18,42
2011-05-19,74
2011-05-20,72
2011-05-21,43
2011-05-22,37
2011-05-23,45
2011-05-24,47
2011-05-25,77
2011-05-26,46
2011-05-27,41
2011-05-28,46
2011-05-29,45
2011-05-30,43
2011-05-31,100
2011-06-01,88
