Category: All categories

Day,bitcoin: (Worldwide)
2014-01-01,28
2014-01-02,30
2014-01-03,34
2014-01-04,28
2014-01-05,32
2014-01-06,40
2014-01-07,38
2014-01-08,37
2014-01-09,36
2014-01-10,35
2014-01-11,31
2014-01-12,31
2014-01-13,31
2014-01-14,31
2014-01-15,35
2014-01-16,38
2014-01-17,40
2014-01-18,27
2014-01-19,30
2014-01-20,36
2014-01-21,38
2014-01-22,37
2014-01-23,35
2014-01-24,35
2014-01-25,30
2014-01-26,30
2014-01-27,41
2014-01-28,45
2014-01-29,35
2014-01-30,31
2014-01-31,28
2014-02-01,26
2014-02-02,26
2014-02-03,26
2014-02-04,27
2014-02-05,26
2014-02-06,29
2014-02-07,42
2014-02-08,32
2014-02-09,30
2014-02-10,44
2014-02-11,43
2014-02-12,37
2014-02-13,33
2014-02-14,42
2014-02-15,28
2014-02-16,32
2014-02-17,29
2014-02-18,33
2014-02-19,32
2014-02-20,36
2014-02-21,33
2014-02-22,26
2014-02-23,27
2014-02-24,39
2014-02-25,100
2014-02-26,68
2014-02-27,45
2014-02-28,58
2014-03-01,46
2014-03-02,36
2014-03-03,36
2014-03-04,36
2014-03-05,40
2014-03-06,57
2014-03-07,66
2014-03-08,36
2014-03-09,30
2014-03-10,29
2014-03-11,28
2014-03-12,26
2014-03-13,23
2014-03-14,22
2014-03-15,18
2014-03-16,18
2014-03-17,20
2014-03-18,21
2014-03-19,20
2014-03-20,21
2014-03-21,26
2014-03-22,20
2014-03-23,17
2014-03-24,20
2014-03-25,25
2014-03-26,26
2014-03-27,24
2014-03-28,23
2014-03-29,17
2014-03-30,20
2014-03-31,21
2014-04-01,19
2014-04-02,21
2014-04-03,20
2014-04-04,16
2014-04-05,16
2014-04-06,16
2014-04-07,17
2014-04-08,17
2014-04-09,20
2014-04-10,21
2014-04-11,20
2014-04-12,15
2014-04-13,14
2014-04-14,16
2014-04-15,18
2014-04-16,20
2014-04-17,17
2014-04-18,15
2014-04-19,14
2014-04-20,13
2014-04-21,15
2014-04-22,14
2014-04-23,15
2014-04-24,14
2014-04-25,16
2014-04-26,13
2014-04-27,13
2014-04-28,15
2014-04-29,14
2014-04-30,15
2014-05-01,14
2014-05-02,12
2014-05-03,12
2014-05-04,12
2014-05-05,14
2014-05-06,13
2014-05-07,12
2014-05-08,15
2014-05-09,13
2014-05-10,11
2014-05-11,11
2014-05-12,12
2014-05-13,14
2014-05-14,12
2014-05-15,14
2014-05-16,13
2014-05-17,11
2014-05-18,11
2014-05-19,12
2014-05-20,13
2014-05-21,12
2014-05-22,15
2014-05-23,13
2014-05-24,12
2014-05-25,13
2014-05-26,15
2014-05-27,16
2014-05-28,15
2014-05-29,16
2014-05-30,16
2014-05-31,13
2014-06-01,13
