Category: All categories

Day,bitcoin: (Worldwide)
2012-01-01,22
2012-01-02,25
2012-01-03,23
2012-01-04,31
2012-01-05,33
2012-01-06,27
2012-01-07,27
2012-01-08,29
2012-01-09,31
2012-01-10,29
2012-01-11,31
2012-01-12,31
2012-01-13,22
2012-01-14,26
2012-01-15,29
2012-01-16,100
2012-01-17,59
2012-01-18,41
2012-01-19,39
2012-01-20,40
2012-01-21,43
2012-01-22,35
2012-01-23,30
2012-01-24,30
2012-01-25,31
2012-01-26,30
2012-01-27,26
2012-01-28,29
2012-01-29,33
2012-01-30,33
2012-01-31,27
2012-02-01,26
2012-02-02,32
2012-02-03,32
2012-02-04,42
2012-02-05,29
2012-02-06,27
2012-02-07,23
2012-02-08,27
2012-02-09,29
2012-02-10,22
2012-02-11,24
2012-02-12,24
2012-02-13,22
2012-02-14,30
2012-02-15,32
2012-02-16,27
2012-02-17,26
2012-02-18,26
2012-02-19,25
2012-02-20,23
2012-02-21,21
2012-02-22,26
2012-02-23,26
2012-02-24,24
2012-02-25,21
2012-02-26,27
2012-02-27,27
2012-02-28,20
2012-02-29,25
2012-03-01,25
2012-03-02,42
2012-03-03,37
2012-03-04,31
2012-03-05,28
2012-03-06,27
2012-03-07,23
2012-03-08,17
2012-03-09,20
2012-03-10,18
2012-03-11,23
2012-03-12,21
2012-03-13,23
2012-03-14,18
2012-03-15,21
2012-03-16,25
2012-03-17,20
2012-03-18,27
2012-03-19,19
2012-03-20,21
2012-03-21,25
2012-03-22,25
2012-03-23,20
2012-03-24,19
2012-03-25,23
2012-03-26,19
2012-03-27,21
2012-03-28,19
2012-03-29,32
2012-03-30,16
2012-03-31,22
2012-04-01,22
2012-04-02,38
2012-04-03,36
2012-04-04,29
2012-04-05,31
2012-04-06,29
2012-04-07,38
2012-04-08,33
2012-04-09,19
2012-04-10,25
2012-04-11,33
2012-04-12,32
2012-04-13,26
2012-04-14,25
2012-04-15,20
2012-04-16,20
2012-04-17,26
2012-04-18,33
2012-04-19,22
2012-04-20,22
2012-04-21,21
2012-04-22,21
2012-04-23,24
2012-04-24,19
2012-04-25,28
2012-04-26,35
2012-04-27,34
2012-04-28,23
2012-04-29,27
2012-04-30,26
2012-05-01,29
2012-05-02,23
2012-05-03,18
2012-05-04,18
2012-05-05,25
2012-05-06,47
2012-05-07,29
2012-05-08,27
2012-05-09,20
2012-05-10,30
2012-05-11,27
2012-05-12,28
2012-05-13,34
2012-05-14,32
2012-05-15,23
2012-05-16,31
2012-05-17,30
2012-05-18,27
2012-05-19,23
2012-05-20,17
2012-05-21,30
2012-05-22,24
2012-05-23,28
2012-05-24,22
2012-05-25,23
2012-05-26,23
2012-05-27,30
2012-05-28,24
2012-05-29,30
2012-05-30,19
2012-05-31,27
2012-06-01,14
