Category: All categories

Day,bitcoin: (Worldwide)
2016-06-01,53
2016-06-02,50
2016-06-03,53
2016-06-04,55
2016-06-05,53
2016-06-06,54
2016-06-07,53
2016-06-08,50
2016-06-09,50
2016-06-10,47
2016-06-11,49
2016-06-12,71
2016-06-13,85
2016-06-14,73
2016-06-15,65
2016-06-16,85
2016-06-17,84
2016-06-18,70
2016-06-19,60
2016-06-20,66
2016-06-21,77
2016-06-22,66
2016-06-23,72
2016-06-24,95
2016-06-25,71
2016-06-26,59
2016-06-27,62
2016-06-28,61
2016-06-29,54
2016-06-30,56
2016-07-01,58
2016-07-02,51
2016-07-03,54
2016-07-04,54
2016-07-05,51
2016-07-06,53
2016-07-07,56
2016-07-08,53
2016-07-09,74
2016-07-10,57
2016-07-11,52
2016-07-12,51
2016-07-13,47
2016-07-14,46
2016-07-15,47
2016-07-16,43
2016-07-17,44
2016-07-18,45
2016-07-19,44
2016-07-20,43
2016-07-21,46
2016-07-22,39
2016-07-23,39
2016-07-24,42
2016-07-25,39
2016-07-26,45
2016-07-27,47
2016-07-28,43
2016-07-29,38
2016-07-30,41
2016-07-31,44
2016-08-01,47
2016-08-02,58
2016-08-03,100
2016-08-04,65
2016-08-05,48
2016-08-06,46
2016-08-07,50
2016-08-08,49
2016-08-09,48
2016-08-10,43
2016-08-11,38
2016-08-12,39
2016-08-13,40
2016-08-14,39
2016-08-15,40
2016-08-16,41
2016-08-17,40
2016-08-18,39
2016-08-19,41
2016-08-20,37
2016-08-21,39
2016-08-22,40
2016-08-23,43
2016-08-24,43
2016-08-25,44
2016-08-26,43
2016-08-27,38
2016-08-28,37
2016-08-29,41
2016-08-30,40
2016-08-31,42
2016-09-01,44
2016-09-02,39
2016-09-03,40
2016-09-04,47
2016-09-05,45
2016-09-06,44
2016-09-07,44
2016-09-08,47
2016-09-09,46
2016-09-10,43
2016-09-11,41
2016-09-12,48
2016-09-13,46
2016-09-14,44
2016-09-15,46
2016-09-16,43
2016-09-17,40
2016-09-18,38
2016-09-19,42
2016-09-20,42
2016-09-21,46
2016-09-22,46
2016-09-23,42
2016-09-24,44
2016-09-25,39
2016-09-26,42
2016-09-27,41
2016-09-28,40
2016-09-29,41
2016-09-30,40
2016-10-01,40
2016-10-02,39
2016-10-03,42
2016-10-04,42
2016-10-05,42
2016-10-06,43
2016-10-07,45
2016-10-08,40
2016-10-09,40
2016-10-10,43
2016-10-11,50
2016-10-12,48
2016-10-13,45
2016-10-14,47
2016-10-15,42
2016-10-16,47
2016-10-17,45
2016-10-18,44
2016-10-19,46
2016-10-20,42
2016-10-21,41
2016-10-22,44
2016-10-23,46
2016-10-24,47
2016-10-25,45
2016-10-26,48
2016-10-27,50
2016-10-28,54
2016-10-29,63
2016-10-30,54
2016-10-31,55
2016-11-01,59
2016-11-02,55
2016-11-03,57
2016-11-04,54
2016-11-05,55
2016-11-06,51
2016-11-07,49
2016-11-08,51
2016-11-09,74
2016-11-10,52
2016-11-11,51
2016-11-12,50
2016-11-13,51
2016-11-14,52
2016-11-15,54
2016-11-16,56
2016-11-17,58
2016-11-18,60
2016-11-19,55
2016-11-20,53
2016-11-21,53
2016-11-22,55
2016-11-23,59
2016-11-24,58
2016-11-25,53
2016-11-26,50
2016-11-27,52
2016-11-28,55
2016-11-29,57
2016-11-30,52
2016-12-01,59
2016-12-02,61
2016-12-03,55
2016-12-04,51
2016-12-05,60
2016-12-06,55
2016-12-07,57
2016-12-08,60
2016-12-09,57
2016-12-10,52
2016-12-11,52
2016-12-12,56
2016-12-13,59
2016-12-14,57
2016-12-15,55
2016-12-16,55
2016-12-17,54
2016-12-18,51
2016-12-19,58
2016-12-20,59
2016-12-21,73
2016-12-22,86
2016-12-23,96
2016-12-24,77
2016-12-25,77
2016-12-26,76
2016-12-27,82
2016-12-28,97
2016-12-29,95
2016-12-30,85
2016-12-31,67
2017-01-01,74
