Category: All categories

Day,bitcoin: (Worldwide)
2019-01-01,32
2019-01-02,34
2019-01-03,34
2019-01-04,33
2019-01-05,30
2019-01-06,31
2019-01-07,33
2019-01-08,32
2019-01-09,32
2019-01-10,36
2019-01-11,33
2019-01-12,29
2019-01-13,30
2019-01-14,31
2019-01-15,31
2019-01-16,30
2019-01-17,29
2019-01-18,27
2019-01-19,27
2019-01-20,26
2019-01-21,27
2019-01-22,28
2019-01-23,28
2019-01-24,28
2019-01-25,27
2019-01-26,25
2019-01-27,25
2019-01-28,30
2019-01-29,29
2019-01-30,28
2019-01-31,27
2019-02-01,26
2019-02-02,25
2019-02-03,24
2019-02-04,27
2019-02-05,33
2019-02-06,31
2019-02-07,30
2019-02-08,31
2019-02-09,28
2019-02-10,27
2019-02-11,28
2019-02-12,27
2019-02-13,27
2019-02-14,27
2019-02-15,26
2019-02-16,23
2019-02-17,24
2019-02-18,31
2019-02-19,34
2019-02-20,31
2019-02-21,29
2019-02-22,29
2019-02-23,30
2019-02-24,34
2019-02-25,31
2019-02-26,28
2019-02-27,27
2019-02-28,27
2019-03-01,26
2019-03-02,23
2019-03-03,24
2019-03-04,26
2019-03-05,27
2019-03-06,27
2019-03-07,27
2019-03-08,26
2019-03-09,26
2019-03-10,25
2019-03-11,26
2019-03-12,26
2019-03-13,26
2019-03-14,25
2019-03-15,25
2019-03-16,26
2019-03-17,24
2019-03-18,26
2019-03-19,27
2019-03-20,28
2019-03-21,28
2019-03-22,27
2019-03-23,25
2019-03-24,23
2019-03-25,25
2019-03-26,25
2019-03-27,28
2019-03-28,26
2019-03-29,27
2019-03-30,25
2019-03-31,24
2019-04-01,27
2019-04-02,71
2019-04-03,75
2019-04-04,53
2019-04-05,38
2019-04-06,34
2019-04-07,34
2019-04-08,41
2019-04-09,37
2019-04-10,37
2019-04-11,36
2019-04-12,34
2019-04-13,30
2019-04-14,28
2019-04-15,32
2019-04-16,32
2019-04-17,33
2019-04-18,34
2019-04-19,31
2019-04-20,30
2019-04-21,29
2019-04-22,31
2019-04-23,43
2019-04-24,36
2019-04-25,34
2019-04-26,34
2019-04-27,29
2019-04-28,27
2019-04-29,29
2019-04-30,30
2019-05-01,29
2019-05-02,31
2019-05-03,38
2019-05-04,33
2019-05-05,33
2019-05-06,33
2019-05-07,40
2019-05-08,40
2019-05-09,46
2019-05-10,52
2019-05-11,69
2019-05-12,75
2019-05-13,88
2019-05-14,100
2019-05-15,82
2019-05-16,74
2019-05-17,77
2019-05-18,49
2019-05-19,60
2019-05-20,62
2019-05-21,60
2019-05-22,56
2019-05-23,50
2019-05-24,47
2019-05-25,40
2019-05-26,44
2019-05-27,73
2019-05-28,63
2019-05-29,60
2019-05-30,63
2019-05-31,59
2019-06-01,42
