Category: All categories

Day,bitcoin: (Worldwide)
2015-06-01,31
2015-06-02,28
2015-06-03,30
2015-06-04,29
2015-06-05,27
2015-06-06,28
2015-06-07,29
2015-06-08,26
2015-06-09,28
2015-06-10,28
2015-06-11,27
2015-06-12,28
2015-06-13,24
2015-06-14,27
2015-06-15,27
2015-06-16,29
2015-06-17,32
2015-06-18,59
2015-06-19,33
2015-06-20,35
2015-06-21,30
2015-06-22,28
2015-06-23,29
2015-06-24,29
2015-06-25,31
2015-06-26,27
2015-06-27,29
2015-06-28,30
2015-06-29,35
2015-06-30,44
2015-07-01,34
2015-07-02,34
2015-07-03,33
2015-07-04,36
2015-07-05,37
2015-07-06,42
2015-07-07,38
2015-07-08,41
2015-07-09,37
2015-07-10,40
2015-07-11,35
2015-07-12,40
2015-07-13,38
2015-07-14,34
2015-07-15,33
2015-07-16,33
2015-07-17,31
2015-07-18,33
2015-07-19,32
2015-07-20,33
2015-07-21,33
2015-07-22,31
2015-07-23,28
2015-07-24,31
2015-07-25,30
2015-07-26,33
2015-07-27,34
2015-07-28,37
2015-07-29,30
2015-07-30,30
2015-07-31,30
2015-08-01,51
2015-08-02,40
2015-08-03,37
2015-08-04,37
2015-08-05,33
2015-08-06,31
2015-08-07,30
2015-08-08,30
2015-08-09,30
2015-08-10,31
2015-08-11,32
2015-08-12,31
2015-08-13,33
2015-08-14,29
2015-08-15,29
2015-08-16,31
2015-08-17,31
2015-08-18,35
2015-08-19,44
2015-08-20,38
2015-08-21,35
2015-08-22,33
2015-08-23,35
2015-08-24,41
2015-08-25,43
2015-08-26,34
2015-08-27,32
2015-08-28,33
2015-08-29,30
2015-08-30,32
2015-08-31,30
2015-09-01,29
2015-09-02,31
2015-09-03,29
2015-09-04,31
2015-09-05,28
2015-09-06,28
2015-09-07,28
2015-09-08,30
2015-09-09,31
2015-09-10,28
2015-09-11,27
2015-09-12,30
2015-09-13,31
2015-09-14,31
2015-09-15,28
2015-09-16,32
2015-09-17,31
2015-09-18,32
2015-09-19,27
2015-09-20,29
2015-09-21,29
2015-09-22,31
2015-09-23,32
2015-09-24,30
2015-09-25,30
2015-09-26,29
2015-09-27,30
2015-09-28,28
2015-09-29,29
2015-09-30,30
2015-10-01,27
2015-10-02,29
2015-10-03,27
2015-10-04,26
2015-10-05,29
2015-10-06,32
2015-10-07,29
2015-10-08,31
2015-10-09,29
2015-10-10,29
2015-10-11,28
2015-10-12,30
2015-10-13,30
2015-10-14,28
2015-10-15,30
2015-10-16,31
2015-10-17,31
2015-10-18,30
2015-10-19,30
2015-10-20,35
2015-10-21,34
2015-10-22,39
2015-10-23,34
2015-10-24,33
2015-10-25,33
2015-10-26,36
2015-10-27,38
2015-10-28,38
2015-10-29,44
2015-10-30,45
2015-10-31,38
2015-11-01,44
2015-11-02,48
2015-11-03,68
2015-11-04,93
2015-11-05,81
2015-11-06,57
2015-11-07,50
2015-11-08,44
2015-11-09,52
2015-11-10,47
2015-11-11,45
2015-11-12,42
2015-11-13,41
2015-11-14,33
2015-11-15,34
2015-11-16,36
2015-11-17,40
2015-11-18,39
2015-11-19,37
2015-11-20,40
2015-11-21,40
2015-11-22,35
2015-11-23,37
2015-11-24,37
2015-11-25,35
2015-11-26,39
2015-11-27,36
2015-11-28,33
2015-11-29,34
2015-11-30,40
2015-12-01,39
2015-12-02,41
2015-12-03,38
2015-12-04,36
2015-12-05,34
2015-12-06,37
2015-12-07,39
2015-12-08,51
2015-12-09,100
2015-12-10,69
2015-12-11,57
2015-12-12,51
2015-12-13,45
2015-12-14,43
2015-12-15,51
2015-12-16,45
2015-12-17,46
2015-12-18,44
2015-12-19,36
2015-12-20,40
2015-12-21,42
2015-12-22,39
2015-12-23,44
2015-12-24,40
2015-12-25,38
2015-12-26,43
2015-12-27,39
2015-12-28,40
2015-12-29,40
2015-12-30,41
2015-12-31,37
2016-01-01,31
