Category: All categories

Day,bitcoin: (Worldwide)
2018-01-01,44
2018-01-02,54
2018-01-03,55
2018-01-04,51
2018-01-05,50
2018-01-06,47
2018-01-07,44
2018-01-08,51
2018-01-09,49
2018-01-10,48
2018-01-11,58
2018-01-12,46
2018-01-13,41
2018-01-14,36
2018-01-15,37
2018-01-16,74
2018-01-17,100
2018-01-18,70
2018-01-19,49
2018-01-20,42
2018-01-21,38
2018-01-22,45
2018-01-23,44
2018-01-24,40
2018-01-25,39
2018-01-26,40
2018-01-27,32
2018-01-28,30
2018-01-29,31
2018-01-30,36
2018-01-31,38
2018-02-01,47
2018-02-02,65
2018-02-03,42
2018-02-04,35
2018-02-05,65
2018-02-06,82
2018-02-07,52
2018-02-08,42
2018-02-09,38
2018-02-10,30
2018-02-11,28
2018-02-12,31
2018-02-13,27
2018-02-14,29
2018-02-15,30
2018-02-16,28
2018-02-17,26
2018-02-18,27
2018-02-19,25
2018-02-20,29
2018-02-21,28
2018-02-22,26
2018-02-23,22
2018-02-24,20
2018-02-25,19
2018-02-26,21
2018-02-27,22
2018-02-28,20
2018-03-01,19
2018-03-02,20
2018-03-03,18
2018-03-04,16
2018-03-05,19
2018-03-06,19
2018-03-07,21
2018-03-08,21
2018-03-09,24
2018-03-10,17
2018-03-11,17
2018-03-12,19
2018-03-13,18
2018-03-14,21
2018-03-15,24
2018-03-16,20
2018-03-17,17
2018-03-18,22
2018-03-19,21
2018-03-20,19
2018-03-21,19
2018-03-22,18
2018-03-23,17
2018-03-24,13
2018-03-25,13
2018-03-26,20
2018-03-27,18
2018-03-28,16
2018-03-29,20
2018-03-30,23
2018-03-31,15
2018-04-01,18
2018-04-02,19
2018-04-03,17
2018-04-04,17
2018-04-05,18
2018-04-06,19
2018-04-07,13
2018-04-08,12
2018-04-09,16
2018-04-10,16
2018-04-11,15
2018-04-12,18
2018-04-13,19
2018-04-14,12
2018-04-15,12
2018-04-16,14
2018-04-17,14
2018-04-18,14
2018-04-19,14
2018-04-20,15
2018-04-21,13
2018-04-22,12
2018-04-23,15
2018-04-24,18
2018-04-25,16
2018-04-26,14
2018-04-27,12
2018-04-28,10
2018-04-29,10
2018-04-30,12
2018-05-01,11
2018-05-02,11
2018-05-03,13
2018-05-04,12
2018-05-05,11
2018-05-06,10
2018-05-07,12
2018-05-08,12
2018-05-09,11
2018-05-10,11
2018-05-11,14
2018-05-12,10
2018-05-13,9
2018-05-14,11
2018-05-15,11
2018-05-16,11
2018-05-17,10
2018-05-18,10
2018-05-19,8
2018-05-20,9
2018-05-21,9
2018-05-22,10
2018-05-23,13
2018-05-24,13
2018-05-25,10
2018-05-26,8
2018-05-27,9
2018-05-28,9
2018-05-29,10
2018-05-30,9
2018-05-31,9
2018-06-01,8
