Category: All categories

Day,bitcoin: (Worldwide)
2019-06-01,25
2019-06-02,26
2019-06-03,29
2019-06-04,36
2019-06-05,29
2019-06-06,27
2019-06-07,28
2019-06-08,21
2019-06-09,21
2019-06-10,24
2019-06-11,25
2019-06-12,25
2019-06-13,24
2019-06-14,26
2019-06-15,25
2019-06-16,34
2019-06-17,38
2019-06-18,38
2019-06-19,33
2019-06-20,34
2019-06-21,44
2019-06-22,71
2019-06-23,50
2019-06-24,51
2019-06-25,56
2019-06-26,100
2019-06-27,84
2019-06-28,64
2019-06-29,47
2019-06-30,41
2019-07-01,50
2019-07-02,49
2019-07-03,43
2019-07-04,42
2019-07-05,38
2019-07-06,29
2019-07-07,28
2019-07-08,38
2019-07-09,46
2019-07-10,48
2019-07-11,43
2019-07-12,42
2019-07-13,31
2019-07-14,33
2019-07-15,44
2019-07-16,45
2019-07-17,46
2019-07-18,42
2019-07-19,35
2019-07-20,28
2019-07-21,26
2019-07-22,30
2019-07-23,32
2019-07-24,35
2019-07-25,32
2019-07-26,26
2019-07-27,27
2019-07-28,24
2019-07-29,28
2019-07-30,29
2019-07-31,28
2019-08-01,28
2019-08-02,31
2019-08-03,25
2019-08-04,25
2019-08-05,43
2019-08-06,45
2019-08-07,38
2019-08-08,35
2019-08-09,32
2019-08-10,26
2019-08-11,24
2019-08-12,30
2019-08-13,31
2019-08-14,35
2019-08-15,37
2019-08-16,30
2019-08-17,24
2019-08-18,23
2019-08-19,29
2019-08-20,29
2019-08-21,31
2019-08-22,29
2019-08-23,26
2019-08-24,22
2019-08-25,22
2019-08-26,24
2019-08-27,26
2019-08-28,27
2019-08-29,30
2019-08-30,24
2019-08-31,20
2019-09-01,20
2019-09-02,25
2019-09-03,31
2019-09-04,27
2019-09-05,24
2019-09-06,24
2019-09-07,20
2019-09-08,20
2019-09-09,22
2019-09-10,21
2019-09-11,21
2019-09-12,22
2019-09-13,20
2019-09-14,19
2019-09-15,19
2019-09-16,20
2019-09-17,20
2019-09-18,20
2019-09-19,21
2019-09-20,20
2019-09-21,18
2019-09-22,18
2019-09-23,21
2019-09-24,33
2019-09-25,39
2019-09-26,36
2019-09-27,30
2019-09-28,22
2019-09-29,21
2019-09-30,26
2019-10-01,24
2019-10-02,22
2019-10-03,22
2019-10-04,20
2019-10-05,19
2019-10-06,19
2019-10-07,21
2019-10-08,21
2019-10-09,22
2019-10-10,20
2019-10-11,20
2019-10-12,18
2019-10-13,18
2019-10-14,19
2019-10-15,20
2019-10-16,20
2019-10-17,19
2019-10-18,19
2019-10-19,18
2019-10-20,18
2019-10-21,19
2019-10-22,18
2019-10-23,27
2019-10-24,23
2019-10-25,26
2019-10-26,40
2019-10-27,25
2019-10-28,30
2019-10-29,27
2019-10-30,23
2019-10-31,21
2019-11-01,20
2019-11-02,19
2019-11-03,18
2019-11-04,21
2019-11-05,21
2019-11-06,21
2019-11-07,19
2019-11-08,21
2019-11-09,18
2019-11-10,18
2019-11-11,19
2019-11-12,18
2019-11-13,19
2019-11-14,18
2019-11-15,18
2019-11-16,17
2019-11-17,18
2019-11-18,19
2019-11-19,20
2019-11-20,19
2019-11-21,24
2019-11-22,30
2019-11-23,21
2019-11-24,20
2019-11-25,31
2019-11-26,26
2019-11-27,24
2019-11-28,21
2019-11-29,19
2019-11-30,18
2019-12-01,18
2019-12-02,19
2019-12-03,18
2019-12-04,20
2019-12-05,19
2019-12-06,18
2019-12-07,17
2019-12-08,17
2019-12-09,17
2019-12-10,18
2019-12-11,18
2019-12-12,18
2019-12-13,18
2019-12-14,18
2019-12-15,17
2019-12-16,18
2019-12-17,23
2019-12-18,24
2019-12-19,22
2019-12-20,19
2019-12-21,18
2019-12-22,18
2019-12-23,20
2019-12-24,19
2019-12-25,18
2019-12-26,18
2019-12-27,18
2019-12-28,18
2019-12-29,18
2019-12-30,18
2019-12-31,18
2020-01-01,19
